"ensembl_gene_id"	"go_id"	"go_term_name"	"go_term_type"	"gene_biotype"
"20771"	"TGME49-253110"	"GO:0005874"	"microtubule"	"cellular_component"	"protein_coding"
"20772"	"TGME49-253110"	"GO:0008017"	"microtubule binding"	"molecular_function"	"protein_coding"
"20773"	"TGME49-253110"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20774"	"TGME49-253110"	"GO:0003774"	"motor activity"	"molecular_function"	"protein_coding"
"20775"	"TGME49-253110"	"GO:1990939"	"ATP-dependent microtubule motor activity"	"molecular_function"	"protein_coding"
"20776"	"TGME49-264260"	""	""	""	"protein_coding"
"20777"	"TGME49-261300"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20778"	"TGME49-261300"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20779"	"TGME49-296950"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20780"	"TGME49-296950"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20781"	"TGME49-281420"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20782"	"TGME49-281420"	"GO:0006355"	"regulation of transcription, DNA-templated"	"biological_process"	"protein_coding"
"20783"	"TGME49-281420"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"20784"	"TGME49-281420"	"GO:0006351"	"transcription, DNA-templated"	"biological_process"	"protein_coding"
"20785"	"TGME49-281420"	"GO:0032041"	"NAD-dependent histone deacetylase activity (H3-K14 specific)"	"molecular_function"	"protein_coding"
"20786"	"TGME49-281420"	"GO:0032958"	"inositol phosphate biosynthetic process"	"biological_process"	"protein_coding"
"20787"	"TGME49-281420"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"20788"	"TGME49-281420"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20789"	"TGME49-281420"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"20790"	"TGME49-281420"	"GO:0004407"	"histone deacetylase activity"	"molecular_function"	"protein_coding"
"20791"	"TGME49-281420"	"GO:0070932"	"histone H3 deacetylation"	"biological_process"	"protein_coding"
"20792"	"TGME49-281420"	"GO:0016575"	"histone deacetylation"	"biological_process"	"protein_coding"
"20793"	"TGME49-293480"	"GO:0032324"	"molybdopterin cofactor biosynthetic process"	"biological_process"	"protein_coding"
"20794"	"TGME49-293480"	"GO:0061598"	"molybdopterin adenylyltransferase activity"	"molecular_function"	"protein_coding"
"20795"	"TGME49-293480"	"GO:0006777"	"Mo-molybdopterin cofactor biosynthetic process"	"biological_process"	"protein_coding"
"20796"	"TGME49-203610"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"20797"	"TGME49-203610"	"GO:0006396"	"RNA processing"	"biological_process"	"protein_coding"
"20798"	"TGME49-203610"	"GO:0000178"	"exosome (RNase complex)"	"cellular_component"	"protein_coding"
"20799"	"TGME49-203610"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20800"	"TGME49-240710"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"20801"	"TGME49-240710"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"20802"	"TGME49-240710"	"GO:0006396"	"RNA processing"	"biological_process"	"protein_coding"
"20803"	"TGME49-208080"	""	""	""	"protein_coding"
"20804"	"TGME49-256050"	"GO:0005786"	"signal recognition particle, endoplasmic reticulum targeting"	"cellular_component"	"protein_coding"
"20805"	"TGME49-256050"	"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"biological_process"	"protein_coding"
"20806"	"TGME49-256050"	"GO:0008312"	"7S RNA binding"	"molecular_function"	"protein_coding"
"20807"	"TGME49-256050"	"GO:0030942"	"endoplasmic reticulum signal peptide binding"	"molecular_function"	"protein_coding"
"20808"	"TGME49-256050"	"GO:0048500"	"signal recognition particle"	"cellular_component"	"protein_coding"
"20809"	"TGME49-256050"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"20810"	"TGME49-256050"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20811"	"TGME49-301170"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20812"	"TGME49-203985"	""	""	""	"protein_coding"
"20813"	"TGME49-240790"	"GO:0030286"	"dynein complex"	"cellular_component"	"protein_coding"
"20814"	"TGME49-240790"	"GO:0007017"	"microtubule-based process"	"biological_process"	"protein_coding"
"20815"	"TGME49-288540"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20816"	"TGME49-288540"	"GO:0005337"	"nucleoside transmembrane transporter activity"	"molecular_function"	"protein_coding"
"20817"	"TGME49-288540"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20818"	"TGME49-288540"	"GO:1901642"	"nucleoside transmembrane transport"	"biological_process"	"protein_coding"
"20819"	"TGME49-201390"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20820"	"TGME49-201390"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20821"	"TGME49-205630"	""	""	""	"protein_coding"
"20822"	"TGME49-259965"	"GO:0034464"	"BBSome"	"cellular_component"	"protein_coding"
"20823"	"TGME49-243470"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20824"	"TGME49-243470"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20825"	"TGME49-459400"	""	""	""	"rRNA"
"20826"	"TGME49-212775"	""	""	""	"protein_coding"
"20827"	"TGME49-304870"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"20828"	"TGME49-265020"	"GO:0003713"	"transcription coactivator activity"	"molecular_function"	"protein_coding"
"20829"	"TGME49-265020"	"GO:0045893"	"positive regulation of transcription, DNA-templated"	"biological_process"	"protein_coding"
"20830"	"TGME49-293870"	"GO:0005623"	"obsolete cell"	"cellular_component"	"protein_coding"
"20831"	"TGME49-293870"	"GO:0045454"	"cell redox homeostasis"	"biological_process"	"protein_coding"
"20832"	"TGME49-293870"	"GO:0015035"	"protein-disulfide reductase activity"	"molecular_function"	"protein_coding"
"20833"	"TGME49-293870"	"GO:0006662"	"glycerol ether metabolic process"	"biological_process"	"protein_coding"
"20834"	"TGME49-293870"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"20835"	"TGME49-241240"	""	""	""	"protein_coding"
"20836"	"TGME49-294920"	"GO:0008270"	"zinc ion binding"	"molecular_function"	"protein_coding"
"20837"	"TGME49-294920"	"GO:0006351"	"transcription, DNA-templated"	"biological_process"	"protein_coding"
"20838"	"TGME49-294920"	"GO:0006281"	"DNA repair"	"biological_process"	"protein_coding"
"20839"	"TGME49-294920"	"GO:0006289"	"nucleotide-excision repair"	"biological_process"	"protein_coding"
"20840"	"TGME49-294920"	"GO:0000439"	"transcription factor TFIIH core complex"	"cellular_component"	"protein_coding"
"20841"	"TGME49-294920"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20842"	"TGME49-294920"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20843"	"TGME49-294920"	"GO:0005675"	"transcription factor TFIIH holo complex"	"cellular_component"	"protein_coding"
"20844"	"TGME49-291130"	""	""	""	"protein_coding"
"20845"	"TGME49-242800"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20846"	"TGME49-242800"	"GO:0042254"	"ribosome biogenesis"	"biological_process"	"protein_coding"
"20847"	"TGME49-242800"	"GO:0006364"	"rRNA processing"	"biological_process"	"protein_coding"
"20848"	"TGME49-242800"	"GO:0005730"	"nucleolus"	"cellular_component"	"protein_coding"
"20849"	"TGME49-263323"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20850"	"TGME49-263323"	"GO:0000266"	"mitochondrial fission"	"biological_process"	"protein_coding"
"20851"	"TGME49-263323"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20852"	"TGME49-263323"	"GO:0005739"	"mitochondrion"	"cellular_component"	"protein_coding"
"20853"	"TGME49-263323"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"20854"	"TGME49-259650"	""	""	""	"protein_coding"
"20855"	"TGME49-222920"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20856"	"TGME49-222920"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	"biological_process"	"protein_coding"
"20857"	"TGME49-239740"	""	""	""	"protein_coding"
"20858"	"TGME49-252370"	""	""	""	"protein_coding"
"20859"	"TGME49-261950"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20860"	"TGME49-261950"	"GO:0015986"	"ATP synthesis coupled proton transport"	"biological_process"	"protein_coding"
"20861"	"TGME49-261950"	"GO:0045261"	"proton-transporting ATP synthase complex, catalytic core F(1)"	"cellular_component"	"protein_coding"
"20862"	"TGME49-261950"	"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"molecular_function"	"protein_coding"
"20863"	"TGME49-261950"	"GO:0046034"	"ATP metabolic process"	"biological_process"	"protein_coding"
"20864"	"TGME49-261950"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20865"	"TGME49-261950"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20866"	"TGME49-261950"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20867"	"TGME49-261950"	"GO:1902600"	"proton transmembrane transport"	"biological_process"	"protein_coding"
"20868"	"TGME49-261950"	"GO:0006811"	"ion transport"	"biological_process"	"protein_coding"
"20869"	"TGME49-261950"	"GO:0046961"	"proton-transporting ATPase activity, rotational mechanism"	"molecular_function"	"protein_coding"
"20870"	"TGME49-261950"	"GO:0006754"	"ATP biosynthetic process"	"biological_process"	"protein_coding"
"20871"	"TGME49-261950"	"GO:0009507"	"chloroplast"	"cellular_component"	"protein_coding"
"20872"	"TGME49-261950"	"GO:0009579"	"thylakoid"	"cellular_component"	"protein_coding"
"20873"	"TGME49-460090"	""	""	""	"rRNA"
"20874"	"TGME49-238410"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20875"	"TGME49-238240"	""	""	""	"protein_coding"
"20876"	"TGME49-323500"	""	""	""	"protein_coding"
"20877"	"TGME49-355040"	""	""	""	"tRNA"
"20878"	"TGME49-244105"	""	""	""	"protein_coding"
"20879"	"TGME49-275760"	""	""	""	"protein_coding"
"20880"	"TGME49-258380"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20881"	"TGME49-258380"	"GO:0006414"	"translational elongation"	"biological_process"	"protein_coding"
"20882"	"TGME49-258380"	"GO:0003746"	"translation elongation factor activity"	"molecular_function"	"protein_coding"
"20883"	"TGME49-258380"	"GO:0005840"	"ribosome"	"cellular_component"	"protein_coding"
"20884"	"TGME49-258380"	"GO:0043043"	"peptide biosynthetic process"	"biological_process"	"protein_coding"
"20885"	"TGME49-292330"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20886"	"TGME49-292330"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20887"	"TGME49-262480"	"GO:0007018"	"microtubule-based movement"	"biological_process"	"protein_coding"
"20888"	"TGME49-262480"	"GO:0005868"	"cytoplasmic dynein complex"	"cellular_component"	"protein_coding"
"20889"	"TGME49-262480"	"GO:0005856"	"cytoskeleton"	"cellular_component"	"protein_coding"
"20890"	"TGME49-221818"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20891"	"TGME49-221818"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20892"	"TGME49-293820"	"GO:0005622"	"intracellular anatomical structure"	"cellular_component"	"protein_coding"
"20893"	"TGME49-293820"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"20894"	"TGME49-293820"	"GO:0004198"	"calcium-dependent cysteine-type endopeptidase activity"	"molecular_function"	"protein_coding"
"20895"	"TGME49-293820"	"GO:0008233"	"peptidase activity"	"molecular_function"	"protein_coding"
"20896"	"TGME49-293820"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20897"	"TGME49-293820"	"GO:0008234"	"cysteine-type peptidase activity"	"molecular_function"	"protein_coding"
"20898"	"TGME49-266100"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20899"	"TGME49-266100"	"GO:0004672"	"protein kinase activity"	"molecular_function"	"protein_coding"
"20900"	"TGME49-266100"	"GO:0004674"	"protein serine/threonine kinase activity"	"molecular_function"	"protein_coding"
"20901"	"TGME49-266100"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"20902"	"TGME49-266100"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"20903"	"TGME49-266100"	"GO:0006468"	"protein phosphorylation"	"biological_process"	"protein_coding"
"20904"	"TGME49-266100"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"20905"	"TGME49-266100"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20906"	"TGME49-266100"	"GO:0106310"	"protein serine kinase activity"	"molecular_function"	"protein_coding"
"20907"	"TGME49-266100"	"GO:0106311"	"protein threonine kinase activity"	"molecular_function"	"protein_coding"
"20908"	"TGME49-202100"	""	""	""	"protein_coding"
"20909"	"TGME49-265820"	"GO:0006364"	"rRNA processing"	"biological_process"	"protein_coding"
"20910"	"TGME49-265820"	"GO:0004519"	"endonuclease activity"	"molecular_function"	"protein_coding"
"20911"	"TGME49-265820"	"GO:0090305"	"nucleic acid phosphodiester bond hydrolysis"	"biological_process"	"protein_coding"
"20912"	"TGME49-265820"	"GO:0090730"	"Las1 complex"	"cellular_component"	"protein_coding"
"20913"	"TGME49-213115"	""	""	""	"protein_coding"
"20914"	"TGME49-297970"	"GO:0008270"	"zinc ion binding"	"molecular_function"	"protein_coding"
"20915"	"TGME49-297970"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"20916"	"TGME49-297970"	"GO:0004177"	"aminopeptidase activity"	"molecular_function"	"protein_coding"
"20917"	"TGME49-297970"	"GO:0008237"	"metallopeptidase activity"	"molecular_function"	"protein_coding"
"20918"	"TGME49-297970"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20919"	"TGME49-297970"	"GO:0008233"	"peptidase activity"	"molecular_function"	"protein_coding"
"20920"	"TGME49-297970"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20921"	"TGME49-221190"	"GO:0003729"	"mRNA binding"	"molecular_function"	"protein_coding"
"20922"	"TGME49-221190"	"GO:0005849"	"mRNA cleavage factor complex"	"cellular_component"	"protein_coding"
"20923"	"TGME49-221190"	"GO:0006378"	"mRNA polyadenylation"	"biological_process"	"protein_coding"
"20924"	"TGME49-320540"	""	""	""	"protein_coding"
"20925"	"TGME49-283570"	""	""	""	"protein_coding"
"20926"	"TGME49-213380"	""	""	""	"protein_coding"
"20927"	"TGME49-324200"	""	""	""	"protein_coding"
"20928"	"TGME49-301180"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20929"	"TGME49-301180"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20930"	"TGME49-321350"	""	""	""	"tRNA"
"20931"	"TGME49-254430"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20932"	"TGME49-254430"	"GO:0005576"	"extracellular region"	"cellular_component"	"protein_coding"
"20933"	"TGME49-254430"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"20934"	"TGME49-254430"	"GO:0004252"	"serine-type endopeptidase activity"	"molecular_function"	"protein_coding"
"20935"	"TGME49-254430"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"20936"	"TGME49-212860"	""	""	""	"protein_coding"
"20937"	"TGME49-293200"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20938"	"TGME49-293200"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20939"	"TGME49-204330"	""	""	""	"protein_coding"
"20940"	"TGME49-202040"	""	""	""	"protein_coding"
"20941"	"TGME49-318470"	""	""	""	"protein_coding"
"20942"	"TGME49-288570"	""	""	""	"protein_coding"
"20943"	"TGME49-293900"	""	""	""	"protein_coding"
"20944"	"TGME49-293050"	"GO:0016192"	"vesicle-mediated transport"	"biological_process"	"protein_coding"
"20945"	"TGME49-293050"	"GO:0030008"	"TRAPP complex"	"cellular_component"	"protein_coding"
"20946"	"TGME49-293050"	"GO:0005794"	"Golgi apparatus"	"cellular_component"	"protein_coding"
"20947"	"TGME49-293050"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"20948"	"TGME49-293050"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	"biological_process"	"protein_coding"
"20949"	"TGME49-244406"	"GO:0005506"	"iron ion binding"	"molecular_function"	"protein_coding"
"20950"	"TGME49-244406"	"GO:0017172"	"cysteine dioxygenase activity"	"molecular_function"	"protein_coding"
"20951"	"TGME49-244406"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"20952"	"TGME49-244406"	"GO:0016702"	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	"molecular_function"	"protein_coding"
"20953"	"TGME49-244406"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20954"	"TGME49-244406"	"GO:0051213"	"dioxygenase activity"	"molecular_function"	"protein_coding"
"20955"	"TGME49-289380"	""	""	""	"protein_coding"
"20956"	"TGME49-293340"	"GO:0005622"	"intracellular anatomical structure"	"cellular_component"	"protein_coding"
"20957"	"TGME49-293340"	"GO:0046907"	"intracellular transport"	"biological_process"	"protein_coding"
"20958"	"TGME49-321310"	"GO:0005840"	"ribosome"	"cellular_component"	"protein_coding"
"20959"	"TGME49-321310"	"GO:0006364"	"rRNA processing"	"biological_process"	"protein_coding"
"20960"	"TGME49-321310"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"20961"	"TGME49-321310"	"GO:0043022"	"ribosome binding"	"molecular_function"	"protein_coding"
"20962"	"TGME49-321310"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20963"	"TGME49-203250"	""	""	""	"protein_coding"
"20964"	"TGME49-305490"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20965"	"TGME49-275790"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20966"	"TGME49-275790"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
